title,description,link,image
Justiça determina afastamento do deputado Marcos Muller por suspeita de rachadinha,"Em agosto de 2023, a Justiça já havia aceitado a denúncia contra o parlamentar, que se tornou réu pelos crimes de peculato, lavagem de dinheiro e associação criminosa. Os indícios apontam que Muller teria incorporado ao seu patrimônio pelo menos R$ 902 mil durante o período em que exerceu mandato na Assembleia Legislativa do Rio (Alerj).",https://g1.globo.com/rj/rio-de-janeiro/noticia/2025/06/27/justica-determina-afastamento-do-deputado-marcos-muller-por-suspeita-de-rachadinha.ghtml,https://s2-g1.glbimg.com/z4FUXqR2NGeXi5hQI3IGqNgc9dM=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/d/w/2XhAoyTK68esdJMAVpyA/deputado-marcus-muller.jpg
"Três homens são atropelados durante trabalho de revitalização da RJ-145, em Barra do Piraí","Segundo Comando de Policiamento Rodoviário, as vítimas estão fora de perigo.",https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2025/06/27/tres-homens-sao-atropelados-durante-trabalho-de-revitalizacao-da-rj-145-em-barra-do-pirai.ghtml,https://s2-g1.glbimg.com/SAbOT9qBvyU_--2xvONQlcb3Ybw=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/w/j/17c85zTEWcKQJKkZQ1pw/f3c04c62-ff8d-45d8-b98a-bc3b83b56bb6.jfif
"Com foco na juventude, Prefeitura apresenta o projeto “Aprendiz Bragantino”","A ação visa proporcionar mais autonomia, bem-estar e dignidade às pessoas com perda auditiva.",https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-braganca-paulista/noticia/2025/06/27/com-foco-na-juventude-prefeitura-apresenta-o-projeto-aprendiz-bragantino.ghtml,https://s2-g1.glbimg.com/pQ9Wzr8d8QNF_S6LkQA-uU7P5Ts=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/S/u/eZ2ELYQcqMSWwCq0Gqag/assinatura-do-projeto-de-lei-aprendiz-bragantino.jpeg
Bragança Paulista lança PSA Animal para incentivar lar temporário de animais,"A ação visa proporcionar mais autonomia, bem-estar e dignidade às pessoas com perda auditiva.",https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-braganca-paulista/noticia/2025/06/27/braganca-paulista-lanca-psa-animal-para-incentivar-lar-temporario-de-animais.ghtml,https://s2-g1.glbimg.com/xDQ0IMiibCUQWyEza1bPp5-P1o8=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/1/X/8neJQ7RXubIObk5nX05A/psa-animal.jpeg
Prefeitura de Taubaté entrega unidade de assistência social após reforma,Unidade do São Gonçalo atende 4.373 famílias e agora reabre portas para a população,https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-taubate/nosso-caminho-e-o-progresso/noticia/2025/06/27/prefeitura-de-taubate-entrega-unidade-de-assistencia-social-apos-reforma.ghtml,https://s2-g1.glbimg.com/Or1aaon_frZxlSZgfbEHuiaPYlo=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/g/i/VwzoLrR4aDXvGPEpROMA/imagem-.jpg
SindmetalSJC inicia Campanha Salarial reivindicando 11% de aumento,Pauta de reivindicações também inclui estabilidade e redução da jornada,https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/sindicato-dos-metalurgicos-de-sao-jose-dos-campos-e-regiao/noticia/2025/06/27/sindmetalsjc-inicia-campanha-salarial-reivindicando-11percent-de-aumento.ghtml,https://s2-g1.glbimg.com/Rk_fdAVEiUAqZi7e81Iuwz6r5us=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/5/s/3eQ0EjQ9qwD062VBhL3w/captura-de-tela-2025-06-27-165815.png
Unimed Resende mantém certificação ISO 9001 e reforça compromisso com excelência,"Em 2025, a operadora segue firme em sua missão de superar expectativas e oferecer soluções ainda melhores para os clientes Unimed",https://g1.globo.com/rj/sul-do-rio-costa-verde/especial-publicitario/unimed-resende/unimed-resende/noticia/2025/06/27/unimed-resende-mantem-certificacao-iso-9001-e-reforca-compromisso-com-excelencia.ghtml,https://s2-g1.glbimg.com/SDKnLObTIz7OUrBYb-PNF8BML9A=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/d/0/61MLWPQHiHLAQH4x1n6A/dji-0617.jpg
AO VIVO: Assista ao GR2,"Acompanhe o GR2 desta sexta-feira (27), com apresentação de João Barbosa",https://g1.globo.com/pe/petrolina-regiao/ao-vivo/ao-vivo-assista-ao-gr2.ghtml,https://s2-g1.glbimg.com/Jn2iAdu488DGE6tD1ILPFCuPl_k=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/15/87/5768715
UTI do Hospital Unimed Resende Conquista Selo UTI Top Performer,"Pelo terceiro ano consecutivo, a Unidade de Terapia Intensiva (UTI) do Hospital Unimed Resende foi reconhecida com o selo UTI Top Performer",https://g1.globo.com/rj/sul-do-rio-costa-verde/especial-publicitario/unimed-resende/unimed-resende/noticia/2025/06/27/uti-do-hospital-unimed-resende-conquista-selo-uti-top-performer.ghtml,https://s2-g1.glbimg.com/4lFteAGpgzFFqOHCX4ZnNiiox4c=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/j/j/l1ONsvQ8ipiMbocq0mww/foto-hur.png
Professor da Unifap recebe prêmio nacional com projeto sobre compostos bioativos da Amazônia,"O Dr. Cleydson Breno Santos recebeu o Prêmio Talentos do Conselho Federal de Química (CFQ) em uma solenidade em Brasília (DF), nesta quinta-feira (26).",https://g1.globo.com/ap/amapa/noticia/2025/06/27/professor-da-unifap-recebe-premio-nacional-com-projeto-sobre-compostos-bioativos-da-amazonia.ghtml,https://s2-g1.glbimg.com/q3PXLdhhARVrANE7ijiHZAluniQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/H/O/O6VgABRxq053FbMnhyTQ/whatsapp-image-2025-06-27-at-10.21.49-4-.jpeg
Advogado de Diddy diz que acusações contra rapper são exageradas,"Preso desde setembro de 2024, Diddy é acusado de associação ilícita, tráfico sexual e de liderar uma rede ilegal de prostituição. O músico se diz inocente.",https://g1.globo.com/pop-arte/noticia/2025/06/27/advogado-de-diddy-diz-que-acusacoes-contra-rapper-sao-exageradas.ghtml,https://s2-g1.glbimg.com/645hY7RqTp13bAka2KTdkanL26s=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/64/26/13712664
Vereadores de Bauru arquivam CEI das doações antes do prazo e sem esclarecer dúvidas,Relatório da CEI pede arquivamento das investigações por falta de provas aponta fragilidades no Fundo Social e responsabiliza ex-assessora Damaris Pavan.,https://g1.globo.com/sp/bauru-marilia/noticia/2025/06/27/vereadores-de-bauru-arquivam-cei-das-doacoes-antes-do-prazo-e-sem-esclarecer-duvidas.ghtml,https://s2-g1.glbimg.com/Snt85jyIY6bJ_2kySWbnwgoECdI=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/02/44/13714402
"Com o Consórcio de Imóveis, conquiste seu imóvel sem juros altos",Participe de um grupo de consórcio com acompanhamento especializado e aumente suas chances de contemplação com lances ou antecipações de parcelas,https://g1.globo.com/al/alagoas/especial-publicitario/grupo-e-dias/noticia/2025/06/27/com-o-consorcio-de-imoveis-conquiste-seu-imovel-sem-juros-altos.ghtml,https://s2-g1.glbimg.com/IMrhM087tRJ3AFj0dlgwmmttl24=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/I/L/rAQW2WQs2oBKGiEDkqGg/casal-meio-desfocado-dentro-de-casa.jpg
Pai e filho de 5 anos morrem eletrocutados após caminhão encostar em fio de alta tensão em Feira de Santana,"Jonathas Lima de Jesus, de 28 anos, e o menino, Bernardo, morreram no local. Acidente aconteceu nexta-feira (27), no distrito de Maria Quitéria.",https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2025/06/27/pai-e-filho-morrem-eletrocutados-em-feira-de-santana.ghtml,https://s2-g1.glbimg.com/8yGD91ZgtlQM6K3-7MRdyu6qNo0=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/d/i/P9VeiUTvu2W4EgwMCe0g/texto-do-seu-paragrafo-1-.png
"STJ nega anulação da condenação de médicos do 'Caso Kalume', esquema de tráfico de órgãos","Três médicos foram condenados por participarem de um esquema de tráfico de órgãos em Taubaté, no interior de São Paulo. Dois médicos morreram e um está foragido.",https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2025/06/27/stj-nega-anulacao-da-condenacao-de-medicos-do-caso-kalume-esquema-de-trafico-de-orgaos.ghtml,https://s2-g1.glbimg.com/cF-iY2_SN5Mc5ITbaAohsev4hpU=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2024/4/S/0SBjNfR5iY26fQP20Bkw/f48c9b1d-a991-4408-98c6-5f7e84465efa.jfif
Museu de Itu promove curso gratuito sobre cultura afro-brasileira; saiba como participar,"O encontro é gratuito e voltado para pessoas com mais 16 anos, ao todo  serão oferecidas 35 vagas e propõe vivências e reflexões sobre a cultura afro-brasileira, com o tema “Africanidades”.",https://g1.globo.com/sp/sorocaba-jundiai/noticia/2025/06/27/museu-de-itu-promove-curso-gratuito-sobre-cultura-afro-brasileira-saiba-como-participar.ghtml,https://s2-g1.glbimg.com/A0O1eeRjoTV2OjDsJJeFwwokEos=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/d/k/1lA2MZS7W5PqaUGW8gBg/imagem-do-whatsapp-de-2025-06-26-a-s-16.03.47-005ad262.jpg
É #FAKE que Netanyahu acusou 'país do Ocidente' de fornecer material nuclear ao Irã,Post fake distorce entrevista do primeiro-ministro israelense à emissora de TV americana. Conteúdo real não tem esse tipo de  acusação; veja o passo a passo da checagem.,https://g1.globo.com/fato-ou-fake/noticia/2025/06/27/e-fake-que-netanyahu-acusou-pais-do-ocidente-de-fornecer-material-nuclear-ao-ira.ghtml,https://s2-g1.glbimg.com/jlfyjgNf85MRzJ_RIoCjBNJadHY=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/A/G/1kB3X3QAeBMrGMnr4LKg/2025-05-21t193922z-717664861-rc2imeablxow-rtrmadp-3-israel-politics-netanyahu.jpg
"Com foco na juventude, Prefeitura apresenta o projeto “Aprendiz Bragantino”","A ação visa proporcionar mais autonomia, bem-estar e dignidade às pessoas com perda auditiva.",https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-braganca-paulista/noticia/2025/06/27/com-foco-na-juventude-prefeitura-apresenta-o-projeto-aprendiz-bragantino.ghtml,https://s2-g1.glbimg.com/pQ9Wzr8d8QNF_S6LkQA-uU7P5Ts=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/S/u/eZ2ELYQcqMSWwCq0Gqag/assinatura-do-projeto-de-lei-aprendiz-bragantino.jpeg
Bragança Paulista lança PSA Animal para incentivar lar temporário de animais,"A ação visa proporcionar mais autonomia, bem-estar e dignidade às pessoas com perda auditiva.",https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-braganca-paulista/noticia/2025/06/27/braganca-paulista-lanca-psa-animal-para-incentivar-lar-temporario-de-animais.ghtml,https://s2-g1.glbimg.com/xDQ0IMiibCUQWyEza1bPp5-P1o8=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/1/X/8neJQ7RXubIObk5nX05A/psa-animal.jpeg
Prefeitura de Taubaté entrega unidade de assistência social após reforma,Unidade do São Gonçalo atende 4.373 famílias e agora reabre portas para a população,https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-taubate/nosso-caminho-e-o-progresso/noticia/2025/06/27/prefeitura-de-taubate-entrega-unidade-de-assistencia-social-apos-reforma.ghtml,https://s2-g1.glbimg.com/Or1aaon_frZxlSZgfbEHuiaPYlo=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/g/i/VwzoLrR4aDXvGPEpROMA/imagem-.jpg
SindmetalSJC inicia Campanha Salarial reivindicando 11% de aumento,Pauta de reivindicações também inclui estabilidade e redução da jornada,https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/sindicato-dos-metalurgicos-de-sao-jose-dos-campos-e-regiao/noticia/2025/06/27/sindmetalsjc-inicia-campanha-salarial-reivindicando-11percent-de-aumento.ghtml,https://s2-g1.glbimg.com/Rk_fdAVEiUAqZi7e81Iuwz6r5us=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/5/s/3eQ0EjQ9qwD062VBhL3w/captura-de-tela-2025-06-27-165815.png
"Com foco na juventude, Prefeitura apresenta o projeto “Aprendiz Bragantino”","A ação visa proporcionar mais autonomia, bem-estar e dignidade às pessoas com perda auditiva.",https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-braganca-paulista/noticia/2025/06/27/com-foco-na-juventude-prefeitura-apresenta-o-projeto-aprendiz-bragantino.ghtml,https://s2-g1.glbimg.com/pQ9Wzr8d8QNF_S6LkQA-uU7P5Ts=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/S/u/eZ2ELYQcqMSWwCq0Gqag/assinatura-do-projeto-de-lei-aprendiz-bragantino.jpeg
Bragança Paulista lança PSA Animal para incentivar lar temporário de animais,"A ação visa proporcionar mais autonomia, bem-estar e dignidade às pessoas com perda auditiva.",https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-braganca-paulista/noticia/2025/06/27/braganca-paulista-lanca-psa-animal-para-incentivar-lar-temporario-de-animais.ghtml,https://s2-g1.glbimg.com/xDQ0IMiibCUQWyEza1bPp5-P1o8=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/1/X/8neJQ7RXubIObk5nX05A/psa-animal.jpeg
Prefeitura de Taubaté entrega unidade de assistência social após reforma,Unidade do São Gonçalo atende 4.373 famílias e agora reabre portas para a população,https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/prefeitura-de-taubate/nosso-caminho-e-o-progresso/noticia/2025/06/27/prefeitura-de-taubate-entrega-unidade-de-assistencia-social-apos-reforma.ghtml,https://s2-g1.glbimg.com/Or1aaon_frZxlSZgfbEHuiaPYlo=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/g/i/VwzoLrR4aDXvGPEpROMA/imagem-.jpg
SindmetalSJC inicia Campanha Salarial reivindicando 11% de aumento,Pauta de reivindicações também inclui estabilidade e redução da jornada,https://g1.globo.com/sp/vale-do-paraiba-regiao/especial-publicitario/sindicato-dos-metalurgicos-de-sao-jose-dos-campos-e-regiao/noticia/2025/06/27/sindmetalsjc-inicia-campanha-salarial-reivindicando-11percent-de-aumento.ghtml,https://s2-g1.glbimg.com/Rk_fdAVEiUAqZi7e81Iuwz6r5us=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/5/s/3eQ0EjQ9qwD062VBhL3w/captura-de-tela-2025-06-27-165815.png
Unimed Resende mantém certificação ISO 9001 e reforça compromisso com excelência,"Em 2025, a operadora segue firme em sua missão de superar expectativas e oferecer soluções ainda melhores para os clientes Unimed",https://g1.globo.com/rj/sul-do-rio-costa-verde/especial-publicitario/unimed-resende/unimed-resende/noticia/2025/06/27/unimed-resende-mantem-certificacao-iso-9001-e-reforca-compromisso-com-excelencia.ghtml,https://s2-g1.glbimg.com/SDKnLObTIz7OUrBYb-PNF8BML9A=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/d/0/61MLWPQHiHLAQH4x1n6A/dji-0617.jpg
UTI do Hospital Unimed Resende Conquista Selo UTI Top Performer,"Pelo terceiro ano consecutivo, a Unidade de Terapia Intensiva (UTI) do Hospital Unimed Resende foi reconhecida com o selo UTI Top Performer",https://g1.globo.com/rj/sul-do-rio-costa-verde/especial-publicitario/unimed-resende/unimed-resende/noticia/2025/06/27/uti-do-hospital-unimed-resende-conquista-selo-uti-top-performer.ghtml,https://s2-g1.glbimg.com/4lFteAGpgzFFqOHCX4ZnNiiox4c=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/j/j/l1ONsvQ8ipiMbocq0mww/foto-hur.png
Professor da Unifap recebe prêmio nacional com projeto sobre compostos bioativos da Amazônia,"O Dr. Cleydson Breno Santos recebeu o Prêmio Talentos do Conselho Federal de Química (CFQ) em uma solenidade em Brasília (DF), nesta quinta-feira (26).",https://g1.globo.com/ap/amapa/noticia/2025/06/27/professor-da-unifap-recebe-premio-nacional-com-projeto-sobre-compostos-bioativos-da-amazonia.ghtml,https://s2-g1.glbimg.com/q3PXLdhhARVrANE7ijiHZAluniQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/H/O/O6VgABRxq053FbMnhyTQ/whatsapp-image-2025-06-27-at-10.21.49-4-.jpeg
Advogado de Diddy diz que acusações contra rapper são exageradas,"Preso desde setembro de 2024, Diddy é acusado de associação ilícita, tráfico sexual e de liderar uma rede ilegal de prostituição. O músico se diz inocente.",https://g1.globo.com/pop-arte/noticia/2025/06/27/advogado-de-diddy-diz-que-acusacoes-contra-rapper-sao-exageradas.ghtml,https://s2-g1.glbimg.com/645hY7RqTp13bAka2KTdkanL26s=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/64/26/13712664
Vereadores de Bauru arquivam CEI das doações antes do prazo e sem esclarecer dúvidas,Relatório da CEI pede arquivamento das investigações por falta de provas aponta fragilidades no Fundo Social e responsabiliza ex-assessora Damaris Pavan.,https://g1.globo.com/sp/bauru-marilia/noticia/2025/06/27/vereadores-de-bauru-arquivam-cei-das-doacoes-antes-do-prazo-e-sem-esclarecer-duvidas.ghtml,https://s2-g1.glbimg.com/Snt85jyIY6bJ_2kySWbnwgoECdI=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/02/44/13714402
